time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-03-04T03:46:30.369Z,-15.5402,-174.7017,259.847,4.5,mb,22,109,3.525,0.69,us,us7000jh8j,2023-03-04T04:13:31.040Z,"Tonga",earthquake,12.22,8.815,0.145,14,reviewed,us,us
2023-03-04T02:31:19.548Z,-54.9501,-31.3336,10,4.6,mb,12,97,3.071,0.44,us,us7000jit1,2023-03-10T23:00:34.040Z,"South Georgia Island region",earthquake,10.77,1.807,0.172,10,reviewed,us,us
2023-03-04T01:19:32.187Z,-32.2807,-178.6952,18.675,5,mb,16,127,3.082,1.25,us,us7000jh7q,2023-03-04T01:37:55.040Z,"",earthquake,9.48,5.933,0.163,12,reviewed,us,us
2023-03-04T01:18:25.601Z,51.1275,98.309,15.426,4.8,mb,51,56,3.386,0.68,us,us7000jh7n,2023-03-04T02:40:30.616Z,"Russia-Mongolia border region",earthquake,8.56,4.523,0.057,95,reviewed,us,us
2023-03-04T01:09:10.750Z,24.4295,142.5264,36.066,4.6,mb,25,127,2.673,0.48,us,us7000jisz,2023-03-10T22:30:57.040Z,"Volcano Islands, Japan region",earthquake,12.41,7.659,0.14,15,reviewed,us,us
2023-03-04T00:53:37.836Z,-54.9387,-31.4459,10,4.7,mb,25,101,3.005,0.41,us,us7000jisy,2023-03-14T04:09:09.040Z,"South Georgia Island region",earthquake,12.16,1.604,0.184,9,reviewed,us,us
2023-03-03T20:10:18.347Z,8.2803,-72.1918,6.875,4.6,mb,72,81,1.653,0.53,us,us7000jh60,2023-03-05T15:14:59.833Z,"9 km NE of La Fría, Venezuela",earthquake,4.84,4.51,0.069,69,reviewed,us,us
2023-03-03T19:37:39.390Z,-16.1064,-74.4302,33.746,4.6,mb,12,152,4.509,0.2,us,us7000jh5p,2023-03-03T21:30:02.040Z,"35 km SSW of Atiquipa, Peru",earthquake,12.9,6.051,0.164,11,reviewed,us,us
2023-03-03T19:00:26.526Z,-30.8464,-13.4389,10,5.5,mww,176,62,16.405,0.63,us,us7000jh5j,2023-03-04T19:03:37.133Z,"southern Mid-Atlantic Ridge",earthquake,10.6,1.766,0.071,19,reviewed,us,us
2023-03-03T15:35:33.631Z,-17.7823,-176.7891,367.761,4.5,mb,40,69,2.787,0.83,us,us7000jh2z,2023-03-03T20:00:17.040Z,"",earthquake,12.51,7.114,0.089,37,reviewed,us,us
2023-03-03T13:24:29.108Z,-0.4513,123.0211,88.033,4.5,mb,38,60,0.637,0.53,us,us7000jh1k,2023-03-18T06:10:33.040Z,"Sulawesi, Indonesia",earthquake,6.66,7.265,0.106,26,reviewed,us,us
2023-03-03T12:26:51.509Z,27.3128,142.9603,18.276,4.6,mb,52,127,0.724,0.37,us,us7000jh1f,2023-03-18T06:07:43.040Z,"Bonin Islands, Japan region",earthquake,8.16,4.857,0.099,30,reviewed,us,us
2023-03-03T09:41:17.296Z,-5.9081,154.4856,50.994,5.2,mb,66,66,6.45,0.66,us,us7000jgzw,2023-03-03T09:58:23.040Z,"119 km WNW of Panguna, Papua New Guinea",earthquake,6.69,6.361,0.064,81,reviewed,us,us
2023-03-03T08:43:32.126Z,-14.7392,166.6184,10,4.5,mb,15,155,6.192,0.65,us,us7000jijt,2023-03-15T13:06:14.040Z,"59 km NW of Port-Olry, Vanuatu",earthquake,10.79,1.908,0.191,8,reviewed,us,us
2023-03-03T08:28:23.575Z,-4.8468,134.1151,10,4.5,mb,21,138,2.671,0.39,us,us7000jijp,2023-03-15T12:56:44.040Z,"",earthquake,10.59,1.915,0.128,18,reviewed,us,us
2023-03-03T07:02:27.773Z,-1.6791,120.027,10,4.6,mb,29,127,2.816,0.79,us,us7000jgzk,2023-03-15T12:30:35.040Z,"86 km WSW of Poso, Indonesia",earthquake,8.44,1.897,0.129,18,reviewed,us,us
2023-03-03T04:53:55.811Z,-59.4108,-18.0796,10,5.6,mww,36,88,11.295,0.93,us,us7000jgzb,2023-03-04T04:57:35.512Z,"east of the South Sandwich Islands",earthquake,5.86,1.861,0.093,11,reviewed,us,us
2023-03-03T04:37:47.223Z,-18.2772,-174.7146,203.017,4.6,mb,19,85,0.772,0.39,us,us7000jgza,2023-03-03T04:55:44.040Z,"87 km WNW of Neiafu, Tonga",earthquake,10.63,4.329,0.146,14,reviewed,us,us
2023-03-03T02:53:42.999Z,37.8535,36.6644,6.064,5,mww,84,39,0.395,0.98,us,us7000jgyv,2023-03-03T18:09:43.526Z,"23 km SE of Göksun, Turkey",earthquake,5.23,3.389,0.059,28,reviewed,us,us
2023-03-03T01:53:26.340Z,-17.1392,-72.7017,18.753,5.3,mww,67,103,2.561,0.63,us,us7000jgyn,2023-03-04T18:27:40.040Z,"54 km SSW of Quilca, Peru",earthquake,11.2,3.276,0.052,36,reviewed,us,us
2023-03-03T01:40:04.979Z,-9.0437,153.5453,10,4.6,mb,11,134,6.314,0.68,us,us7000jgyl,2023-03-03T04:03:35.040Z,"D'Entrecasteaux Islands region",earthquake,8.67,1.97,0.245,8,reviewed,us,us
2023-03-03T00:54:27.959Z,-14.7756,166.5553,10,5.3,mww,71,31,0.915,0.47,us,us7000jgyd,2023-03-14T04:35:18.040Z,"62 km WNW of Port-Olry, Vanuatu",earthquake,6.1,1.803,0.073,18,reviewed,us,us
2023-03-03T00:36:47.457Z,-3.8512,101.8071,57.716,5,mww,121,41,1.252,0.7,us,us7000jgy8,2023-03-14T04:44:01.040Z,"51 km W of Bengkulu, Indonesia",earthquake,7.03,2.991,0.098,10,reviewed,us,us
2023-03-03T00:31:53.167Z,-59.3463,-18.0583,10,5.2,mww,67,91,11.284,0.61,us,us7000jgy9,2023-03-14T04:39:58.040Z,"east of the South Sandwich Islands",earthquake,10.88,1.773,0.098,10,reviewed,us,us
2023-03-02T23:56:29.939Z,-15.0468,166.6219,10,5.4,mb,21,48,0.688,0.34,us,us7000jii1,2023-03-13T05:25:11.035Z,"48 km W of Port-Olry, Vanuatu",earthquake,7.76,1.858,0.221,7,reviewed,us,us
2023-03-02T23:05:11.087Z,-14.8101,166.7173,10,4.6,mb,35,52,0.788,0.42,us,us7000jiih,2023-03-14T03:26:33.040Z,"46 km NW of Port-Olry, Vanuatu",earthquake,8.48,1.824,0.119,21,reviewed,us,us
2023-03-02T23:03:36.945Z,-21.3179,-174.0117,10,4.6,mb,20,66,1.122,0.47,us,us7000jiib,2023-03-14T05:00:51.040Z,"Tonga",earthquake,7.8,1.807,0.273,4,reviewed,us,us
2023-03-02T21:45:20.720Z,-14.9989,166.8639,28.775,4.6,mb,21,125,0.553,0.63,us,us7000jiht,2023-03-13T03:56:49.040Z,"Vanuatu",earthquake,9.86,5.463,0.158,12,reviewed,us,us
2023-03-02T21:06:57.970Z,-14.8973,166.7618,10,4.6,mb,22,82,0.693,0.5,us,us7000jii9,2023-03-14T02:58:49.040Z,"37 km WNW of Port-Olry, Vanuatu",earthquake,7.93,1.852,0.152,13,reviewed,us,us
2023-03-02T20:55:28.843Z,-14.8919,166.7157,11.78,5.1,mb,92,37,0.725,0.77,us,us7000jgwe,2023-03-14T13:56:17.040Z,"41 km WNW of Port-Olry, Vanuatu",earthquake,4.11,3.849,0.072,63,reviewed,us,us
2023-03-02T20:53:46.153Z,-14.8517,166.6747,10,4.6,mb,27,112,0.782,0.58,us,us7000jii8,2023-03-14T13:45:46.040Z,"47 km WNW of Port-Olry, Vanuatu",earthquake,6.79,1.892,0.165,11,reviewed,us,us
2023-03-02T20:38:15.605Z,6.7351,-73.0147,156.85,4.5,mb,33,136,0.84,0.85,us,us7000jihp,2023-03-14T13:32:14.040Z,"4 km N of Aratoca, Colombia",earthquake,9.39,7.258,0.145,14,reviewed,us,us
2023-03-02T20:12:53.033Z,-14.9083,166.6146,10,4.6,mb,27,106,0.781,0.97,us,us7000jii6,2023-03-14T12:52:19.040Z,"51 km WNW of Port-Olry, Vanuatu",earthquake,4.31,1.846,0.151,13,reviewed,us,us
2023-03-02T20:00:03.979Z,-11.9836,166.0182,10,4.8,mb,48,152,6.48,0.69,us,us7000jgvv,2023-03-13T21:24:49.040Z,"141 km S of Lata, Solomon Islands",earthquake,11.28,1.825,0.099,31,reviewed,us,us
2023-03-02T19:32:27.918Z,-14.787,166.5786,10,4.9,mb,68,38,0.891,0.71,us,us7000jgvl,2023-03-13T21:11:52.040Z,"60 km WNW of Port-Olry, Vanuatu",earthquake,7.45,1.789,0.064,76,reviewed,us,us
2023-03-02T19:05:05.843Z,-14.8286,166.7535,10,4.8,mb,45,71,0.753,1.03,us,us7000jihe,2023-03-13T18:15:47.040Z,"41 km NW of Port-Olry, Vanuatu",earthquake,10.75,1.816,0.098,32,reviewed,us,us
2023-03-02T18:54:07.790Z,-14.9188,166.7031,10,4.7,mb,40,88,0.713,0.88,us,us7000jihf,2023-03-13T18:01:36.040Z,"42 km WNW of Port-Olry, Vanuatu",earthquake,10.21,1.786,0.113,24,reviewed,us,us
2023-03-02T18:52:21.310Z,-14.8153,166.5388,10,4.5,mb,48,85,0.898,0.81,us,us7000jihi,2023-03-13T17:53:13.040Z,"62 km WNW of Port-Olry, Vanuatu",earthquake,8.34,1.726,0.118,30,reviewed,us,us
2023-03-02T18:50:08.222Z,-14.8619,166.6438,10,4.6,mb,45,81,0.794,0.94,us,us7000jihh,2023-03-13T17:36:10.040Z,"50 km WNW of Port-Olry, Vanuatu",earthquake,4.71,1.805,0.114,23,reviewed,us,us
2023-03-02T18:41:27.352Z,-21.2549,-174.1087,10,4.7,mb,25,136,1.025,0.91,us,us7000jii2,2023-03-13T16:47:05.040Z,"87 km E of ‘Ohonua, Tonga",earthquake,6.5,1.828,0.166,11,reviewed,us,us
2023-03-02T18:40:44.099Z,-15.136,166.5063,10,4.7,mb,48,65,0.74,0.6,us,us7000jihw,2023-03-13T16:09:42.040Z,"61 km W of Port-Olry, Vanuatu",earthquake,7.9,1.23,0.096,33,reviewed,us,us
2023-03-02T18:33:37.190Z,-14.8304,166.5139,10,4.8,mb,60,57,0.905,0.64,us,us7000jihc,2023-03-13T15:47:51.040Z,"64 km WNW of Port-Olry, Vanuatu",earthquake,3.36,1.799,0.08,48,reviewed,us,us
2023-03-02T18:17:05.596Z,-15.223,166.6972,10,4.7,mb,45,87,0.537,0.61,us,us7000jiha,2023-03-13T14:40:41.040Z,"45 km WSW of Port-Olry, Vanuatu",earthquake,6.83,1.821,0.127,29,reviewed,us,us
2023-03-02T18:14:42.744Z,-15.2415,166.5078,10,4.7,mb,17,66,0.701,0.52,us,us7000jih8,2023-03-13T14:04:31.040Z,"64 km WSW of Port-Olry, Vanuatu",earthquake,7.16,1.86,0.276,4,reviewed,us,us
2023-03-02T18:11:07.084Z,-14.9061,166.672,10,5.2,mb,68,40,0.743,0.8,us,us7000jgv8,2023-03-13T13:50:45.420Z,"45 km WNW of Port-Olry, Vanuatu",earthquake,6.12,1.781,0.08,52,reviewed,us,us
2023-03-02T18:10:32.365Z,-15.056,166.6459,10,5.2,mb,68,76,0.664,0.86,us,us7000jihy,2023-03-13T13:43:05.040Z,"45 km W of Port-Olry, Vanuatu",earthquake,9.02,1.817,0.087,44,reviewed,us,us
2023-03-02T18:05:31.947Z,-15.0479,166.5748,10,5.7,mb,41,56,0.725,0.66,us,us7000jiip,2023-03-13T13:30:06.040Z,"53 km W of Port-Olry, Vanuatu",earthquake,7.83,1.766,0.149,20,reviewed,us,us
2023-03-02T18:04:29.540Z,-15.4087,166.3656,10,6.5,mww,66,45,5.483,1.38,us,usd000j5jt,2023-03-04T06:43:50.217Z,"86 km WSW of Port-Olry, Vanuatu",earthquake,7.51,1.84,0.042,55,reviewed,us,us
2023-03-02T16:42:58.082Z,-24.2573,-179.9222,514.89,4.7,mb,22,104,5.296,0.87,us,us7000jguv,2023-03-02T17:49:43.040Z,"south of the Fiji Islands",earthquake,11.83,11.056,0.106,29,reviewed,us,us
2023-03-02T16:41:30.003Z,21.5861,143.0574,297.416,4.9,mb,176,70,8.138,0.87,us,us7000jguu,2023-03-03T18:17:26.040Z,"Mariana Islands region",earthquake,9.66,6.644,0.028,399,reviewed,us,us
2023-03-02T14:32:22.070Z,9.0431,122.5829,49.905,4.8,mb,55,50,3.556,0.77,us,us7000jgt9,2023-03-05T21:00:50.124Z,"38 km WSW of Bonawon, Philippines",earthquake,9.83,7.667,0.079,50,reviewed,us,us
2023-03-02T13:43:45.305Z,-44.6761,-82.0921,10,4.7,mb,18,152,6.112,0.91,us,us7000jih1,2023-03-10T19:53:51.040Z,"West Chile Rise",earthquake,10.73,1.925,0.175,10,reviewed,us,us
2023-03-02T13:38:19.804Z,2.8367,127.1596,56.41,4.6,mb,22,171,2.062,0.73,us,us7000jgt6,2023-03-02T14:48:03.040Z,"154 km NW of Tobelo, Indonesia",earthquake,5.07,10.678,0.126,19,reviewed,us,us
2023-03-02T11:58:55.421Z,14.4007,-93.6927,32.775,4.6,mb,42,189,2.398,0.91,us,us7000jgsx,2023-03-02T12:23:59.040Z,"near the coast of Chiapas, Mexico",earthquake,6.99,7.85,0.046,142,reviewed,us,us
2023-03-02T09:51:39.056Z,13.6991,120.7072,130.569,4.5,mb,41,117,17.717,0.65,us,us7000jgsn,2023-03-02T11:46:24.040Z,"Mindoro, Philippines",earthquake,13.11,7.768,0.083,43,reviewed,us,us
2023-03-02T08:37:22.098Z,-6.8541,155.0198,41.471,4.5,mb,39,126,15.667,0.58,us,us7000jigx,2023-03-19T05:34:03.040Z,"78 km SW of Panguna, Papua New Guinea",earthquake,13.35,7.598,0.094,34,reviewed,us,us
2023-03-02T08:23:58.734Z,2.4517,128.2614,74.41,4.6,mb,52,107,1.893,0.39,us,us7000jgsd,2023-03-19T05:13:15.040Z,"84 km NNE of Tobelo, Indonesia",earthquake,8.5,8,0.076,52,reviewed,us,us
2023-03-02T07:18:59.930Z,32.4914,135.7364,9.613,4.5,mb,42,101,1.992,0.39,us,us7000jgs8,2023-03-18T09:39:13.040Z,"139 km S of Shing?, Japan",earthquake,6.68,4.386,0.108,27,reviewed,us,us
2023-03-02T06:56:28.708Z,63.8634,-153.218,10.2,4.7,mb,,,,0.95,ak,ak0232szou3r,2023-03-18T09:17:19.040Z,"44 km W of Lake Minchumina, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-03-02T06:47:40.400Z,33.2865,139.5226,18.235,5,mww,92,73,0.298,0.35,us,us7000jgry,2023-03-18T08:49:45.040Z,"163 km SSE of Shimoda, Japan",earthquake,6.34,4.116,0.086,13,reviewed,us,us
2023-03-02T06:14:52.228Z,43.4328,147.0919,47.34,5.2,mb,183,83,3.227,0.59,us,us7000jgrs,2023-03-18T07:00:36.040Z,"50 km SE of Shikotan, Russia",earthquake,8.97,4.988,0.023,594,reviewed,us,us
2023-03-02T05:42:02.928Z,-55.0543,-31.5432,10,5.2,mww,71,53,2.974,0.36,us,us7000jgrg,2023-03-18T06:02:52.040Z,"South Georgia Island region",earthquake,7.76,1.831,0.089,12,reviewed,us,us
2023-03-02T04:40:43.656Z,16.3221,-94.2691,99.89,5.7,mww,136,71,2.048,0.7,us,us7000jgr1,2023-03-04T03:50:39.448Z,"Oaxaca, Mexico",earthquake,8.15,5.004,0.031,97,reviewed,us,us
2023-03-02T01:30:29.008Z,-6.0092,146.4085,105.512,4.9,mb,49,118,3.455,0.54,us,us7000jgq8,2023-03-03T02:39:58.626Z,"67 km ENE of Kainantu, Papua New Guinea",earthquake,11.31,8.197,0.068,68,reviewed,us,us
2023-03-01T23:05:23.308Z,-1.5806,100.8362,91.988,5,mww,93,78,3.479,0.69,us,us7000jgnz,2023-03-02T00:03:08.604Z,"81 km NW of Sungai Penuh, Indonesia",earthquake,7.06,6.547,0.093,11,reviewed,us,us
2023-03-01T22:36:06.274Z,-1.0123,137.0076,18.268,4.6,mb,46,113,5.119,0.62,us,us7000jgnn,2023-03-01T22:51:27.040Z,"104 km E of Biak, Indonesia",earthquake,11.46,3.192,0.087,39,reviewed,us,us
2023-03-01T19:29:50.616Z,44.4931,149.5856,35,5,mb,60,78,5.033,0.69,us,us7000jgmv,2023-03-10T17:45:43.040Z,"Kuril Islands",earthquake,9.21,1.894,0.057,100,reviewed,us,us
2023-03-01T19:28:07.283Z,14.1488,146.8029,9.928,5.5,mww,103,44,1.959,0.91,us,us7000jgmu,2023-03-17T19:38:11.658Z,"Rota region, Northern Mariana Islands",earthquake,8.54,2.713,0.066,22,reviewed,us,us
2023-03-01T17:21:30.573Z,35.8966,140.8121,76.612,4.5,mb,30,138,2.201,0.81,us,us7000ji8j,2023-03-10T17:03:29.040Z,"",earthquake,6.22,8.475,0.192,8,reviewed,us,us
2023-03-01T15:14:42.672Z,9.0899,122.4938,10,4.7,mb,28,100,3.655,0.84,us,us7000jgk9,2023-03-01T15:44:36.040Z,"38 km SSW of Basay, Philippines",earthquake,9.24,1.896,0.12,21,reviewed,us,us
2023-03-01T13:59:22.322Z,27.4185,142.7435,17.451,5,mb,97,73,6.217,0.63,us,us7000jgk0,2023-03-01T14:42:45.040Z,"Bonin Islands, Japan region",earthquake,8.6,4.445,0.054,113,reviewed,us,us
2023-03-01T12:54:52.361Z,-60.3018,-27.0797,62.441,5.1,mb,39,95,17.44,0.58,us,us7000jgjq,2023-03-15T06:22:20.040Z,"South Sandwich Islands region",earthquake,14.08,8.25,0.091,39,reviewed,us,us
2023-03-01T12:41:07.148Z,-3.4413,127.3058,75.45,4.5,mb,30,71,2.806,1.22,us,us7000jgjg,2023-03-15T06:10:07.040Z,"101 km WNW of Ambon, Indonesia",earthquake,5.14,8.033,0.128,18,reviewed,us,us
2023-03-01T11:16:29.610Z,-13.6619,-111.2689,10,4.7,mb,25,159,33.464,0.72,us,us7000ji83,2023-03-15T05:46:36.040Z,"central East Pacific Rise",earthquake,10.7,1.892,0.121,21,reviewed,us,us
2023-03-01T11:12:07.279Z,-6.0936,149.8476,51.064,4.7,mb,32,64,2.982,0.84,us,us7000jgja,2023-03-15T05:41:17.040Z,"35 km ENE of Kandrian, Papua New Guinea",earthquake,8.35,6.141,0.104,28,reviewed,us,us
2023-03-01T08:09:14.567Z,-17.7428,-74.6139,10,4.7,mb,46,162,4.112,1.11,us,us7000jgip,2023-03-01T08:29:09.040Z,"199 km SSW of Atico, Peru",earthquake,9.12,1.931,0.11,25,reviewed,us,us
2023-03-01T07:20:23.368Z,36.2808,36.0549,11.438,4.7,mb,70,102,1.285,1.09,us,us7000jgic,2023-03-06T22:39:02.991Z,"7 km NW of Günyaz?, Turkey",earthquake,5.78,4.557,0.077,51,reviewed,us,us
2023-03-01T05:57:59.195Z,59.0067,-151.168,24.2,4.5,mb,,,,0.65,ak,ak0232rbkc00,2023-03-08T19:40:58.571Z,"53 km SE of Port Graham, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-03-01T05:36:15.000Z,-4.8138,149.487,598.925,6.5,mww,115,20,2.739,0.88,us,us7000jgfd,2023-03-02T05:48:59.783Z,"108 km NW of Kimbe, Papua New Guinea",earthquake,9.16,5.526,0.073,18,reviewed,us,us
2023-02-28T22:06:50.550Z,2.6739,126.5567,57.184,4.5,mb,57,106,2.056,0.83,us,us7000jgcp,2023-02-28T22:47:24.040Z,"192 km WNW of Tobelo, Indonesia",earthquake,8.06,7.829,0.08,46,reviewed,us,us
2023-02-28T20:11:58.015Z,8.3336,126.4593,88.951,4.6,mb,91,82,1.529,0.84,us,us7000jgbt,2023-03-01T16:10:51.040Z,"13 km ENE of Tidman, Philippines",earthquake,7.74,6.626,0.057,98,reviewed,us,us
2023-02-28T19:44:35.328Z,13.59,-90.716,68.408,5.2,mww,194,74,0.96,0.65,us,us7000jgbl,2023-03-01T15:00:11.978Z,"37 km S of Iztapa, Guatemala",earthquake,6.32,2.889,0.043,52,reviewed,us,us
2023-02-28T17:09:19.443Z,6.3182,126.3321,57.093,4.5,mb,41,115,1.057,0.55,us,us7000jgan,2023-02-28T22:16:59.040Z,"17 km ESE of Pondaguitan, Philippines",earthquake,8.35,7.633,0.097,34,reviewed,us,us
2023-02-28T16:14:14.285Z,-17.4955,-177.1848,374.997,4.6,mb,72,36,3.295,0.95,us,us7000jg9h,2023-03-09T20:47:10.040Z,"Fiji region",earthquake,10.27,2.575,0.066,68,reviewed,us,us
2023-02-28T15:58:42.181Z,27.8012,55.3104,10,4.5,mb,103,48,2.955,0.73,us,us7000jg9f,2023-03-09T19:14:03.040Z,"116 km E of Ger?sh, Iran",earthquake,8.64,1.839,0.057,91,reviewed,us,us
2023-02-28T15:48:02.985Z,35.6758,140.7378,44.173,4.5,mwr,42,131,2.228,0.78,us,us7000jg9d,2023-03-09T16:43:25.040Z,"near the east coast of Honshu, Japan",earthquake,7.84,6.906,0.089,12,reviewed,us,us
2023-02-28T14:46:51.382Z,29.6162,101.9744,10,5.2,mww,98,46,6.486,0.72,us,us7000jg92,2023-03-08T21:22:49.225Z,"42 km S of Kangding, China",earthquake,8.63,1.815,0.066,22,reviewed,us,us
2023-02-28T14:42:50.761Z,1.3696,125.7758,64.487,5.1,mb,99,51,1.698,0.75,us,us7000jg91,2023-03-08T21:18:17.563Z,"90 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,6.71,3.195,0.059,95,reviewed,us,us
2023-02-28T12:07:33.072Z,6.5484,60.2024,10,5.4,mww,105,34,12.104,1.04,us,us7000jg89,2023-03-01T12:10:15.276Z,"Carlsberg Ridge",earthquake,9.38,1.813,0.052,35,reviewed,us,us
2023-02-28T11:12:09.077Z,32.9764,141.6939,10,5.2,mww,136,93,1.585,0.79,us,us7000jg86,2023-02-28T11:32:11.040Z,"272 km SSE of Katsuura, Japan",earthquake,6.71,1.847,0.083,14,reviewed,us,us
2023-02-28T10:51:30.329Z,14.0368,-92.7629,55.218,4.5,mb,31,147,2.25,1.01,us,us7000jg81,2023-03-06T10:51:29.040Z,"80 km SW of Brisas Barra de Suchiate, Mexico",earthquake,9.89,10.543,0.059,84,reviewed,us,us
2023-02-28T04:49:55.070Z,-31.2007,-65.8458,8.136,4.9,mb,56,42,2.452,0.8,us,us7000jg65,2023-03-01T04:26:42.040Z,"69 km S of Castro Barros, Argentina",earthquake,7.28,4.244,0.094,36,reviewed,us,us
2023-02-28T04:20:59.239Z,38.0968,73.2693,10,5.2,mww,47,89,1.795,0.46,us,us7000jg5z,2023-03-01T04:18:07.040Z,"61 km W of Murghob, Tajikistan",earthquake,7.34,1.895,0.098,10,reviewed,us,us
2023-02-28T03:55:10.857Z,35.8699,140.9309,46.248,4.7,mb,55,128,2.301,0.59,us,us7000jg5v,2023-03-01T04:02:27.040Z,"17 km NNE of Hasaki, Japan",earthquake,2.49,6.671,0.066,70,reviewed,us,us
2023-02-27T23:47:41.899Z,-21.0983,-68.958,127.684,4.5,mb,28,43,0.498,0.45,us,us7000jg4r,2023-03-05T01:29:25.955Z,"150 km N of Calama, Chile",earthquake,4.17,6.255,0.157,12,reviewed,us,us
2023-02-27T21:50:10.772Z,39.8262,13.8624,412.09,4.5,mb,70,112,1.319,0.71,us,us7000jg46,2023-02-27T22:08:06.040Z,"85 km SSW of Anacapri, Italy",earthquake,11.23,7.375,0.049,124,reviewed,us,us
2023-02-27T21:36:50.568Z,-4.5399,154.9101,140.307,4.5,mb,28,132,2.76,0.54,us,us7000jg40,2023-02-27T22:15:35.040Z,"200 km NNW of Arawa, Papua New Guinea",earthquake,12.11,10.304,0.108,25,reviewed,us,us
2023-02-27T20:52:36.035Z,-21.8025,-68.6673,119.858,4.7,mb,45,38,0.534,0.76,us,us7000jg3i,2023-03-10T16:14:02.040Z,"77 km NNE of Calama, Chile",earthquake,6.09,5.001,0.118,22,reviewed,us,us
2023-02-27T19:36:03.011Z,39.4108,74.0746,10,4.6,mb,65,75,1.763,1.01,us,us7000jg36,2023-03-10T15:49:49.040Z,"138 km N of Murghob, Tajikistan",earthquake,6.15,1.656,0.069,62,reviewed,us,us
2023-02-27T18:56:10.027Z,38.5751,142.0392,55.922,4.6,mb,72,126,2.336,0.69,us,us7000jg2q,2023-03-10T15:32:47.040Z,"61 km SSE of ?funato, Japan",earthquake,7.53,5.956,0.07,61,reviewed,us,us
2023-02-27T18:46:05.968Z,12.6571,-87.9923,69.601,5.2,mww,77,72,0.949,1.1,us,us7000jg2l,2023-03-10T15:23:16.747Z,"59 km W of Jiquilillo, Nicaragua",earthquake,5.87,3.876,0.051,37,reviewed,us,us
2023-02-27T16:31:32.257Z,-6.7285,129.7509,158.879,4.5,mb,72,98,2.197,0.73,us,us6000jrz5,2023-03-08T17:55:05.040Z,"Banda Sea",earthquake,9.11,6.967,0.072,57,reviewed,us,us
2023-02-27T16:15:41.840Z,-5.5852,149.9691,10,4.6,mb,36,97,2.588,0.56,us,us6000jrz2,2023-03-08T17:38:58.040Z,"19 km WSW of Kimbe, Papua New Guinea",earthquake,12.31,1.884,0.105,27,reviewed,us,us
2023-02-27T14:08:22.883Z,-26.7427,-70.1756,95.899,4.5,mwr,48,117,0.703,0.93,us,us6000jrxt,2023-03-08T17:06:59.040Z,"43 km SSW of Diego de Almagro, Chile",earthquake,4.68,3.707,,,reviewed,us,guc
2023-02-27T13:13:55.630Z,-55.2996,-27.2046,10,4.7,mb,23,93,5.468,0.56,us,us7000jhxu,2023-03-08T16:09:13.040Z,"",earthquake,8.27,1.877,0.159,12,reviewed,us,us
2023-02-27T12:08:26.088Z,-21.5823,-66.8547,213.359,4.5,mb,53,121,1.834,0.69,us,us6000jrx4,2023-03-18T05:39:39.040Z,"97 km SW of Atocha, Bolivia",earthquake,5.08,7.471,0.067,65,reviewed,us,us
2023-02-27T09:50:42.907Z,-11.2688,166.2826,83.403,5.5,mb,108,33,4.249,0.42,us,us6000jrwn,2023-02-28T09:53:36.478Z,"80 km SE of Lata, Solomon Islands",earthquake,8.32,6.56,0.027,460,reviewed,us,us
2023-02-27T09:32:57.242Z,57.297,-154.2645,27.2,4.6,mb,,,,0.84,ak,ak0232o2q0g4,2023-03-08T00:13:13.116Z,"32 km SSW of Larsen Bay, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-02-27T09:05:09.467Z,-5.6603,-80.5633,82.787,4.6,mb,29,149,2.156,0.7,us,us6000jrwb,2023-02-28T08:01:54.040Z,"30 km ESE of Sechura, Peru",earthquake,10.64,5.535,0.119,21,reviewed,us,us
2023-02-27T09:04:51.978Z,38.2289,38.2828,10,5.2,mww,85,26,0.864,1.09,us,us6000jrw4,2023-02-27T17:47:50.668Z,"8 km SSE of Ye?ilyurt, Turkey",earthquake,4.53,1.861,0.052,35,reviewed,us,us
2023-02-27T08:46:24.641Z,30.5324,-41.9046,10,4.8,mb,97,66,21.354,0.43,us,us6000jrw1,2023-02-27T15:55:02.040Z,"northern Mid-Atlantic Ridge",earthquake,10.68,1.872,0.048,134,reviewed,us,us
2023-02-27T08:43:08.467Z,30.5148,-41.8801,10,4.8,mb,108,75,15.341,0.36,us,us6000jrw0,2023-02-27T09:12:53.040Z,"northern Mid-Atlantic Ridge",earthquake,8.56,1.898,0.048,136,reviewed,us,us
2023-02-27T06:40:59.666Z,-20.5315,-178.3629,548.13,5.6,mww,129,32,3.022,0.57,us,us6000jrvn,2023-02-28T06:43:57.655Z,"Fiji region",earthquake,10.54,6.263,0.075,17,reviewed,us,us
2023-02-27T06:19:48.892Z,37.899,37.0499,10,4.8,mb,92,47,0.411,0.62,us,us6000jrvk,2023-02-27T09:15:45.203Z,"21 km SW of Ekinözü, Turkey",earthquake,5.23,1.901,0.076,54,reviewed,us,us
2023-02-27T03:01:25.943Z,-5.8923,-80.9025,35,4.8,mb,87,154,2.473,0.66,us,us6000jru0,2023-02-27T06:17:00.156Z,"near the coast of northern Peru",earthquake,9.41,1.917,0.035,250,reviewed,us,us
