time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-03-12T02:15:03.922Z,-59.1256,-24.6188,10,4.8,mb,27,128,8.131,0.91,us,us7000jj9n,2023-03-12T02:38:11.040Z,"South Sandwich Islands region",earthquake,15.79,1.953,0.102,30,reviewed,us,us
2023-03-12T01:09:12.499Z,-58.9813,-24.536,10,5.2,mb,55,85,8.093,0.67,us,us7000jj97,2023-03-12T01:22:22.040Z,"South Sandwich Islands region",earthquake,11.78,1.917,0.077,56,reviewed,us,us
2023-03-11T23:39:15.992Z,26.676,126.936,98.535,4.9,mb,88,47,1.206,0.58,us,us7000jj8g,2023-03-18T02:51:31.389Z,"90 km NW of Naha, Japan",earthquake,6.08,5.797,0.043,167,reviewed,us,us
2023-03-11T21:38:12.125Z,-12.5809,169.4955,10,4.7,mb,16,281,3.615,0.71,us,us7000jj7e,2023-03-11T22:10:11.040Z,"254 km NE of Sola, Vanuatu",earthquake,11.64,1.981,0.159,12,reviewed,us,us
2023-03-11T21:26:23.572Z,-15.5561,167.8438,128.584,4.5,mb,41,118,0.627,0.66,us,us7000jj7b,2023-03-18T03:10:08.040Z,"Vanuatu",earthquake,9.74,5.229,0.099,30,reviewed,us,us
2023-03-11T21:23:25.167Z,-45.8406,-13.3361,10,4.6,mb,19,68,17.035,0.73,us,us7000jkgv,2023-03-19T04:42:14.040Z,"southern Mid-Atlantic Ridge",earthquake,14.25,1.902,0.158,12,reviewed,us,us
2023-03-11T21:12:01.126Z,5.3687,-77.6364,10,4.9,mb,102,62,2.25,0.77,us,us7000jj76,2023-03-18T03:12:52.040Z,"near the west coast of Colombia",earthquake,6.55,1.809,0.044,165,reviewed,us,us
2023-03-11T18:24:48.754Z,37.2464,69.7883,10.513,4.7,mb,139,52,1.539,0.66,us,us7000jj5x,2023-03-11T19:12:20.040Z,"13 km NNW of Rust?q, Afghanistan",earthquake,6.49,4.329,0.046,153,reviewed,us,us
2023-03-11T18:21:25.778Z,-16.4207,177.5326,10,5.3,mww,62,100,1.408,0.78,us,us7000jj5y,2023-03-14T14:14:16.040Z,"124 km N of Ba, Fiji",earthquake,7.98,1.817,0.098,10,reviewed,us,us
2023-03-11T17:47:54.006Z,-2.6308,128.8233,18.679,4.5,mb,45,65,2.167,1.21,us,us7000jj5s,2023-03-11T19:39:06.040Z,"79 km N of Amahai, Indonesia",earthquake,5.6,4.712,0.09,37,reviewed,us,us
2023-03-11T17:17:29.498Z,-14.9347,167.3627,121.863,4.6,mb,114,53,0.532,0.74,us,us7000jj5k,2023-03-11T17:50:10.040Z,"33 km ENE of Port-Olry, Vanuatu",earthquake,8.91,4.588,0.054,108,reviewed,us,us
2023-03-11T17:08:45.417Z,9.0785,-84.0692,10.467,4.7,mwr,64,142,0.662,1.03,us,us7000jj5h,2023-03-14T13:46:42.040Z,"40 km SSE of Quepos, Costa Rica",earthquake,5.79,4.981,0.056,31,reviewed,us,us
2023-03-11T14:50:02.646Z,-7.0484,-12.4672,10,4.8,mb,16,92,2.072,1.13,us,us7000jj53,2023-03-11T15:30:09.040Z,"235 km ENE of Georgetown, Saint Helena",earthquake,11.25,1.907,0.149,14,reviewed,us,us
2023-03-11T13:29:46.144Z,-16.3501,177.4615,10,5.5,mww,61,60,1.498,0.81,us,us7000jj4s,2023-03-14T04:05:33.397Z,"132 km N of Ba, Fiji",earthquake,7.82,1.848,0.057,30,reviewed,us,us
2023-03-11T13:07:13.258Z,13.8771,146.7787,10,4.6,mb,42,90,1.878,0.5,us,us7000jj4k,2023-03-11T13:33:51.040Z,"173 km SE of San Jose Village, Northern Mariana Islands",earthquake,9.86,1.899,0.089,39,reviewed,us,us
2023-03-11T08:49:52.069Z,-24.0847,-179.9607,498.911,4.8,mb,70,64,5.266,0.73,us,us7000jj3k,2023-03-11T09:05:29.040Z,"south of the Fiji Islands",earthquake,12.28,8.332,0.1,31,reviewed,us,us
2023-03-11T08:27:41.933Z,-22.1025,-68.8398,113.094,4.6,mb,26,57,0.849,0.89,us,us7000jj3f,2023-03-11T08:44:27.040Z,"40 km NNE of Calama, Chile",earthquake,5.86,7.74,0.137,16,reviewed,us,us
2023-03-11T07:41:43.741Z,4.8284,123.6811,506.939,4.6,mb,79,80,2.919,0.6,us,us7000jj38,2023-03-11T07:57:50.040Z,"161 km SSW of Malisbeng, Philippines",earthquake,10.89,8.472,0.064,73,reviewed,us,us
2023-03-11T07:32:37.737Z,-6.7518,128.6031,10.484,4.6,mb,25,62,2.566,1,us,us7000jj37,2023-03-11T08:00:26.040Z,"263 km NE of Lospalos, Timor Leste",earthquake,7.81,2.872,0.146,14,reviewed,us,us
2023-03-11T06:22:25.116Z,-40.733,-85.355,10,4.7,mb,61,176,8.783,0.7,us,us7000jj2v,2023-03-11T06:40:49.040Z,"West Chile Rise",earthquake,11.87,1.952,0.09,38,reviewed,us,us
2023-03-11T04:50:55.241Z,-7.152,155.2203,10,4.5,mb,19,150,4.231,0.84,us,us7000jkg1,2023-03-16T23:16:46.040Z,"96 km SSW of Panguna, Papua New Guinea",earthquake,13.6,1.918,0.135,16,reviewed,us,us
2023-03-11T04:13:45.298Z,-41.2756,-73.7905,47.038,4.5,mwr,29,148,0.271,0.92,us,us7000jj23,2023-03-11T04:51:44.281Z,"66 km N of Ancud, Chile",earthquake,6.71,5.488,0.058,29,reviewed,us,us
2023-03-11T04:03:48.189Z,1.8949,97.8496,51.119,5.3,mww,98,71,0.648,0.89,us,us7000jj20,2023-03-11T23:46:51.938Z,"43 km S of Singkil, Indonesia",earthquake,6.37,6.136,0.075,17,reviewed,us,us
2023-03-11T02:35:28.566Z,-45.6478,-77.3026,10,4.9,mb,35,181,2.716,0.67,us,us7000jj1l,2023-03-11T02:53:11.040Z,"Off the coast of Aisen, Chile",earthquake,7.15,1.635,0.102,30,reviewed,us,us
2023-03-11T00:38:58.759Z,51.2339,-178.2776,35,4.6,mwr,125,138,0.464,0.91,us,us7000jj0x,2023-03-18T03:31:30.807Z,"134 km WSW of Adak, Alaska",earthquake,4.65,1.868,0.098,10,reviewed,us,us
2023-03-11T00:16:54.912Z,31.3687,141.7435,10,5.2,mb,147,35,2.389,0.82,us,us7000jj0s,2023-03-18T04:06:27.040Z,"Izu Islands, Japan region",earthquake,7.01,1.777,0.029,398,reviewed,us,us
2023-03-10T20:47:32.845Z,5.3531,-78.2158,18.189,5.1,mww,156,92,2.8,1,us,us7000jiyr,2023-03-11T15:44:43.040Z,"104 km WNW of Pizarro, Colombia",earthquake,5.69,3.624,0.058,29,reviewed,us,us
2023-03-10T20:12:38.990Z,42.178,142.9511,58.034,4.9,mb,137,80,0.224,0.74,us,us7000jiya,2023-03-11T14:57:38.319Z,"51 km ESE of Shizunai-furukawach?, Japan",earthquake,7.1,3.711,0.034,286,reviewed,us,us
2023-03-10T17:57:42.252Z,-17.8526,-178.2089,538.585,4.6,mb,89,37,3.526,0.53,us,us7000jiww,2023-03-10T18:50:22.040Z,"263 km E of Levuka, Fiji",earthquake,9.73,7.088,0.063,79,reviewed,us,us
2023-03-10T16:08:23.795Z,-6.7786,132.4422,39.863,4.5,mb,29,128,3.377,0.83,us,us7000jivs,2023-03-10T19:00:02.040Z,"131 km SSW of Tual, Indonesia",earthquake,8.77,8.638,0.128,18,reviewed,us,us
2023-03-10T15:41:48.081Z,45.5107,150.6207,69.614,4.5,mb,48,135,5.642,0.46,us,us7000jivp,2023-03-10T19:06:51.040Z,"217 km E of Kuril’sk, Russia",earthquake,11.83,8.042,0.076,51,reviewed,us,us
2023-03-10T15:27:15.419Z,12.6602,124.8346,48.837,4.5,mb,20,133,5.604,0.56,us,us7000jk67,2023-03-17T21:11:16.040Z,"14 km NNE of Bugko, Philippines",earthquake,15.61,10.123,0.136,17,reviewed,us,us
2023-03-10T14:21:50.493Z,-22.2093,-179.4981,563.554,4.8,mb,35,92,4.126,0.73,us,us7000jiu7,2023-03-10T14:38:57.040Z,"south of the Fiji Islands",earthquake,13.86,10.034,0.075,54,reviewed,us,us
2023-03-10T12:57:35.038Z,28.4772,139.6131,459.711,4.6,mb,138,66,2.661,0.53,us,us7000jisq,2023-03-19T09:10:00.040Z,"Bonin Islands, Japan region",earthquake,5.57,7.186,0.03,331,reviewed,us,us
2023-03-10T11:00:57.824Z,-4.1589,152.8357,10,5,mb,78,55,0.671,0.53,us,us7000jise,2023-03-19T05:48:00.173Z,"66 km ENE of Kokopo, Papua New Guinea",earthquake,7.55,1.859,0.054,108,reviewed,us,us
2023-03-10T09:18:41.372Z,6.8426,-73.0822,159.388,5.4,mww,113,31,0.944,1.41,us,us7000jirz,2023-03-19T17:11:13.149Z,"12 km N of Jordán, Colombia",earthquake,6.14,5.056,0.06,27,reviewed,us,us
2023-03-10T08:04:18.685Z,-30.7157,-179.94,404.692,4.5,mb,35,77,2.274,0.63,us,us7000jirq,2023-03-10T13:21:39.040Z,"Kermadec Islands region",earthquake,14.04,9.533,0.098,31,reviewed,us,us
2023-03-10T04:54:52.788Z,-8.4054,-74.3914,161.778,5,mb,63,104,1.8,0.85,us,us7000jiqc,2023-03-13T13:41:55.040Z,"Central Peru",earthquake,9.4,7.485,0.027,438,reviewed,us,us
2023-03-10T02:28:14.775Z,38.6616,35.3098,5,4.8,mwr,26,61,0.461,0.79,us,us7000jiph,2023-03-16T07:55:34.671Z,"",earthquake,1.75,1.925,0.052,36,reviewed,us,us
2023-03-10T02:23:41.020Z,8.8109,125.9778,10,4.5,mb,29,128,1.774,0.53,us,us7000jk5h,2023-03-15T21:29:11.040Z,"17 km SSE of San Miguel, Philippines",earthquake,7.06,1.886,0.128,19,reviewed,us,us
2023-03-10T00:58:51.823Z,-6.4281,143.5854,11.61,5,mb,55,89,4.613,0.66,us,us7000jip0,2023-03-10T01:13:40.040Z,"32 km SSW of Mendi, Papua New Guinea",earthquake,7.78,3.812,0.062,83,reviewed,us,us
2023-03-09T19:08:07.085Z,43.281,12.3194,10,4.6,mb,110,33,0.151,0.79,us,us7000jiky,2023-03-18T21:27:19.768Z,"2 km SSW of Umbertide, Italy",earthquake,4.78,1.827,0.073,56,reviewed,us,us
2023-03-09T18:35:23.050Z,-19.3662,169.653,12.67,4.5,mb,21,83,3.832,0.66,us,us7000jk2i,2023-03-18T21:03:25.040Z,"43 km ENE of Isangel, Vanuatu",earthquake,8.32,4.852,0.145,14,reviewed,us,us
2023-03-09T17:48:45.672Z,-7.0696,155.7929,87.608,5.1,mb,121,29,4.606,0.6,us,us7000jikg,2023-03-18T19:19:10.040Z,"89 km SSE of Panguna, Papua New Guinea",earthquake,4.2,4.783,0.043,172,reviewed,us,us
2023-03-09T17:42:54.453Z,-37.1149,-74.0012,10,4.7,mwr,36,129,0.746,0.39,us,us7000jikf,2023-03-18T19:03:50.040Z,"Off the coast of Bio-Bio, Chile",earthquake,6.08,1.914,,,reviewed,us,guc
2023-03-09T14:14:08.056Z,34.6466,141.228,36.192,4.6,mb,41,147,1.928,1.05,us,us7000jigd,2023-03-11T00:10:04.336Z,"100 km SE of Katsuura, Japan",earthquake,8.37,7.77,0.074,54,reviewed,us,us
2023-03-09T13:35:27.469Z,-30.0468,-176.7989,10,4.7,mb,12,246,1.251,1.23,us,us7000jk2g,2023-03-17T20:35:59.040Z,"Kermadec Islands region",earthquake,8,1.993,0.245,8,reviewed,us,us
2023-03-09T12:01:36.714Z,17.161,-94.9822,106.412,4.7,mb,39,118,2.863,1.08,us,us7000jifx,2023-03-09T12:17:14.040Z,"8 km ENE of Palomares, Mexico",earthquake,7.94,6.37,0.041,177,reviewed,us,us
2023-03-09T05:40:12.329Z,51.4529,159.8812,10,4.5,mb,37,158,1.746,0.66,us,us7000jiec,2023-03-09T06:12:35.040Z,"192 km SSE of Vilyuchinsk, Russia",earthquake,4.14,1.952,0.102,32,reviewed,us,us
2023-03-09T04:22:46.109Z,15.5577,-92.7906,127.968,4.9,mb,86,75,0.956,0.68,us,us7000jidj,2023-03-13T00:32:18.681Z,"17 km SSW of Nueva Colombia, Mexico",earthquake,6.67,4.7,0.025,502,reviewed,us,us
2023-03-09T02:35:32.103Z,11.9479,-87.9589,10,4.6,mb,31,172,1.349,0.54,us,us7000jicu,2023-03-10T01:52:37.040Z,"near the coast of Nicaragua",earthquake,3.9,1.955,0.058,88,reviewed,us,us
2023-03-09T02:06:51.168Z,51.5074,159.8006,10,5.3,mb,86,121,1.675,0.6,us,us7000jick,2023-03-10T01:40:59.040Z,"184 km SSE of Vilyuchinsk, Russia",earthquake,8.02,1.866,0.043,179,reviewed,us,us
2023-03-09T00:38:54.772Z,38.0204,73.0222,10,4.5,mb,58,60,1.741,0.95,us,us7000jibw,2023-03-09T00:51:40.040Z,"Tajikistan-Xinjiang border region",earthquake,6.85,1.915,0.074,54,reviewed,us,us
2023-03-08T19:47:34.623Z,14.1879,146.7306,10,4.6,mb,29,169,1.904,0.94,us,us7000jjuh,2023-03-14T16:38:50.040Z,"147 km SE of San Jose Village, Northern Mariana Islands",earthquake,10.79,1.928,0.142,15,reviewed,us,us
2023-03-08T18:32:20.420Z,23.9272,122.6314,28.085,4.5,mb,31,106,0.64,0.7,us,us7000ji95,2023-03-14T16:27:35.040Z,"70 km SSW of Yonakuni, Japan",earthquake,5.43,5.373,0.132,17,reviewed,us,us
2023-03-08T16:10:50.325Z,51.5529,159.8524,10,4.9,mww,110,96,1.648,0.76,us,us7000ji6x,2023-03-11T23:08:13.040Z,"182 km SSE of Vilyuchinsk, Russia",earthquake,7.78,1.852,0.089,12,reviewed,us,us
2023-03-08T15:28:50.171Z,-42.832,41.8485,10,4.9,mb,30,53,7.995,0.48,us,us7000ji6q,2023-03-08T15:54:30.040Z,"Prince Edward Islands region",earthquake,13.05,1.891,0.114,24,reviewed,us,us
2023-03-08T13:43:23.060Z,11.4068,141.4394,10,5.4,mww,87,47,3.99,0.58,us,us7000ji58,2023-03-19T13:53:25.115Z,"207 km NNE of Fais, Micronesia",earthquake,7.46,1.594,0.061,26,reviewed,us,us
2023-03-08T12:35:36.200Z,13.9973,145.0448,113.805,4.6,mb,47,107,0.44,0.57,us,us7000ji50,2023-03-09T10:04:52.814Z,"53 km NNE of Yigo Village, Guam",earthquake,12.61,6.21,0.085,42,reviewed,us,us
2023-03-08T10:47:34.117Z,7.4636,126.1062,14.439,4.5,mb,37,116,0.653,0.62,us,us7000ji4k,2023-03-08T11:53:20.211Z,"12 km ESE of San Mariano, Philippines",earthquake,7.03,4.802,0.104,27,reviewed,us,us
2023-03-08T08:34:51.823Z,-24.9802,179.9738,495.169,5.3,mb,49,82,4.641,1.39,us,us7000ji42,2023-03-08T08:51:40.040Z,"south of the Fiji Islands",earthquake,9.74,9.086,0.084,51,reviewed,us,us
2023-03-08T07:33:09.652Z,-6.5224,154.9642,59.954,5.8,mww,72,35,3.625,0.84,us,us7000ji38,2023-03-09T07:36:11.759Z,"61 km WSW of Panguna, Papua New Guinea",earthquake,7.73,6.547,0.062,25,reviewed,us,us
2023-03-08T07:32:55.514Z,61.3291,-140.6057,10,4.5,mb,86,41,0.408,1.26,us,us7000ji35,2023-03-14T20:41:50.549Z,"124 km E of McCarthy, Alaska",earthquake,1.3,1.893,0.065,68,reviewed,us,us
2023-03-08T06:03:36.198Z,50.1317,157.4402,36.178,5.6,mww,132,62,2.985,1.14,us,us7000ji2e,2023-03-09T06:08:24.004Z,"111 km ESE of Severo-Kuril’sk, Russia",earthquake,8.22,1.586,0.049,40,reviewed,us,us
2023-03-08T00:11:32.316Z,35.2839,-35.114,10,4.8,mb,37,118,22.216,0.98,us,us7000ji10,2023-03-08T00:27:13.040Z,"northern Mid-Atlantic Ridge",earthquake,13.23,1.915,0.052,115,reviewed,us,us
2023-03-07T20:46:05.565Z,-5.4619,151.7488,72.808,5.3,mww,162,15,1.328,0.86,us,us7000jhz7,2023-03-08T15:20:44.040Z,"New Britain region, Papua New Guinea",earthquake,6.39,3.023,0.078,16,reviewed,us,us
2023-03-07T20:31:29.060Z,-0.256,124.5363,45.443,5.4,mww,197,28,1.929,0.82,us,us7000jhz2,2023-03-08T20:35:10.906Z,"176 km S of Tomohon, Indonesia",earthquake,5.77,4.042,0.071,19,reviewed,us,us
2023-03-07T16:12:59.784Z,-29.6549,-178.7039,212.68,4.5,mb,58,112,0.788,0.88,us,us7000jjk7,2023-03-13T21:53:28.040Z,"",earthquake,13.34,5.828,0.096,32,reviewed,us,us
2023-03-07T15:49:38.851Z,7.6301,-82.4252,10,4.5,mb,89,73,1.177,0.63,us,us7000jhwm,2023-03-13T21:38:17.406Z,"66 km SE of Burica, Panama",earthquake,2.53,1.857,0.069,62,reviewed,us,us
2023-03-07T13:53:20.959Z,-3.4427,150.6625,10,5.4,mb,26,64,1.672,1.28,us,us7000jjk8,2023-03-13T21:04:18.040Z,"97 km S of Kavieng, Papua New Guinea",earthquake,9.19,1.707,0.141,17,reviewed,us,us
2023-03-07T13:51:49.540Z,-3.1576,150.6188,9,5.9,mww,117,37,1.794,0.67,us,us7000jhw8,2023-03-13T21:02:20.146Z,"67 km SSW of Kavieng, Papua New Guinea",earthquake,8.49,1.815,0.062,25,reviewed,us,us
2023-03-07T13:12:10.721Z,54.6335,-159.7116,35,4.5,mb,132,89,1.347,0.75,us,us7000jhw4,2023-03-15T15:39:51.040Z,"93 km SSE of Sand Point, Alaska",earthquake,4.03,1.878,0.055,98,reviewed,us,us
2023-03-07T12:51:52.704Z,2.4937,128.5066,63.027,4.6,mb,55,71,2.055,0.47,us,us7000jhw0,2023-03-07T14:35:02.040Z,"101 km NNE of Tobelo, Indonesia",earthquake,5.86,7.821,0.082,44,reviewed,us,us
2023-03-07T11:47:28.537Z,38.6304,35.2891,10,4.7,mwr,94,62,0.489,0.85,us,us7000jhvn,2023-03-08T08:23:12.123Z,"14 km W of Hac?lar, Turkey",earthquake,3.59,1.85,0.065,23,reviewed,us,us
2023-03-07T11:11:46.782Z,13.3127,92.4297,10,4.9,mb,77,90,6.588,0.86,us,us7000jhvh,2023-03-13T16:19:54.572Z,"Andaman Islands, India region",earthquake,8.36,1.884,0.075,56,reviewed,us,us
2023-03-07T09:01:30.545Z,-17.3331,-65.757,66.349,4.7,mb,44,72,2.021,0.87,us,us7000jhuw,2023-03-08T11:29:18.331Z,"11 km E of Colomi, Bolivia",earthquake,6.3,8.193,0.045,151,reviewed,us,us
2023-03-07T08:47:42.281Z,7.6219,126.2112,10,5.6,mww,93,44,0.833,0.94,us,us7000jhuv,2023-03-18T07:40:40.094Z,"9 km ENE of Bantacan, Philippines",earthquake,6.72,1.85,0.061,26,reviewed,us,us
2023-03-07T07:52:12.090Z,-23.1257,-69.5521,101.674,4.5,mb,33,120,0.418,1,us,us7000jhuh,2023-03-07T08:50:41.040Z,"98 km SW of Calama, Chile",earthquake,5.81,3.917,0.163,11,reviewed,us,us
2023-03-07T07:31:57.715Z,-6.5536,103.9819,43.297,5.3,mb,78,81,2.406,0.62,us,us7000jhua,2023-03-15T07:54:45.451Z,"188 km SW of Bandar Lampung, Indonesia",earthquake,7.01,7.015,0.059,96,reviewed,us,us
2023-03-07T07:22:26.230Z,-24.3094,-67.0344,165.792,4.5,mb,50,87,1.711,1.11,us,us7000jhu8,2023-03-07T08:28:00.040Z,"73 km W of San Antonio de los Cobres, Argentina",earthquake,8.11,8.052,0.055,96,reviewed,us,us
2023-03-07T06:02:31.362Z,7.504,126.0528,14.878,5.9,mww,122,41,0.638,0.59,us,us7000jhtd,2023-03-19T05:34:35.448Z,"5 km SE of Manat, Philippines",earthquake,6.14,3.045,0.059,28,reviewed,us,us
2023-03-07T03:59:39.926Z,5.3787,-77.5349,8.564,5,mb,75,95,2.153,0.96,us,us7000jhss,2023-03-07T05:03:20.040Z,"47 km SW of Nuquí, Colombia",earthquake,6.34,4.879,0.037,230,reviewed,us,us
2023-03-07T01:14:01.319Z,-15.0998,167.1874,75.28,4.9,mb,44,91,0.346,0.76,us,us7000jhsd,2023-03-07T23:27:10.040Z,"13 km ESE of Port-Olry, Vanuatu",earthquake,7.37,5.458,0.073,60,reviewed,us,us
2023-03-06T22:24:48.703Z,42.3331,144.5555,47.631,5.1,mb,94,101,1.087,0.69,us,us7000jhrf,2023-03-06T22:40:59.040Z,"72 km SSE of Kushiro, Japan",earthquake,7.64,6.659,0.036,256,reviewed,us,us
2023-03-06T20:59:59.964Z,-20.7817,-178.3,526.424,5.8,mww,92,40,2.919,1.21,us,us7000jhqt,2023-03-08T17:13:02.467Z,"Fiji region",earthquake,10.44,7.005,0.073,18,reviewed,us,us
2023-03-06T20:32:00.589Z,12.148,-87.9637,41.3,4.5,mb,61,129,1.286,1.05,us,us7000jhqh,2023-03-14T15:25:53.040Z,"",earthquake,3.09,7.173,0.057,91,reviewed,us,us
2023-03-06T20:22:00.374Z,12.1184,-87.996,47.537,4.7,mb,57,66,1.324,1.05,us,us7000jhqd,2023-03-14T15:23:31.040Z,"91 km SW of Jiquilillo, Nicaragua",earthquake,6.88,6.683,0.044,158,reviewed,us,us
2023-03-06T15:53:02.685Z,5.774,125.911,151.146,4.8,mb,109,64,1.329,0.9,us,us7000jhn7,2023-03-13T20:28:16.072Z,"33 km ESE of Caburan, Philippines",earthquake,8.49,5.441,0.051,117,reviewed,us,us
2023-03-06T14:23:35.002Z,-17.788,-178.6915,556.763,4.6,mb,63,47,3.103,0.86,us,us7000jhn1,2023-03-13T19:26:12.040Z,"213 km E of Levuka, Fiji",earthquake,12.87,7.301,0.082,44,reviewed,us,us
2023-03-06T12:34:09.444Z,-29.0426,-176.8081,38.184,4.8,mb,22,167,0.997,0.45,us,us7000jhmd,2023-03-18T11:43:39.040Z,"Kermadec Islands region",earthquake,11.78,8.549,0.148,14,reviewed,us,us
2023-03-06T09:33:28.479Z,-15.2112,-72.8285,77.879,4.6,mb,43,130,3.943,0.96,us,us7000jhlm,2023-03-07T05:19:14.040Z,"4 km S of Tomepampa, Peru",earthquake,9.52,10.495,0.067,66,reviewed,us,us
2023-03-06T09:25:49.518Z,-60.9286,-33.4164,10,5,mb,33,66,6.864,0.64,us,us7000jhln,2023-03-06T09:46:33.040Z,"Scotia Sea",earthquake,10.42,1.864,0.107,28,reviewed,us,us
2023-03-06T09:25:38.486Z,12.0645,-87.9523,42.429,4.9,mb,67,153,1.3,1.04,us,us7000jhlk,2023-03-06T09:40:31.040Z,"92 km SW of Jiquilillo, Nicaragua",earthquake,5.79,9.359,0.03,354,reviewed,us,us
2023-03-06T07:34:49.607Z,-29.5997,-71.6589,35,5,mww,100,75,0.484,0.87,us,us7000jhkz,2023-03-11T05:09:53.050Z,"49 km NW of Coquimbo, Chile",earthquake,2.44,1.89,0.098,10,reviewed,us,us
2023-03-06T03:43:33.950Z,-7.5096,128.0748,162.026,4.5,mb,36,54,4.376,0.57,us,us7000jhk9,2023-03-06T03:58:20.040Z,"163 km NE of Lospalos, Timor Leste",earthquake,9.36,8.934,0.097,31,reviewed,us,us
2023-03-06T02:42:20.436Z,0.0206,123.2649,136.014,4.5,mb,48,47,1.165,0.78,us,us7000jhjz,2023-03-06T02:59:37.040Z,"61 km SSE of Gorontalo, Indonesia",earthquake,3.95,7.157,0.09,36,reviewed,us,us
2023-03-06T01:50:07.863Z,-9.4361,112.3186,40.948,4.8,mb,47,45,2.05,0.87,us,us7000jhjr,2023-03-06T02:08:36.040Z,"142 km S of Sumberpucung, Indonesia",earthquake,8.32,6.759,0.089,39,reviewed,us,us
2023-03-05T23:37:11.417Z,7.6227,91.7562,10,5.1,mww,68,73,5.68,0.58,us,us7000jhj3,2023-03-07T05:37:22.040Z,"Nicobar Islands, India region",earthquake,8.51,1.802,0.086,13,reviewed,us,us
2023-03-05T23:21:15.047Z,43.7865,147.7665,35,4.5,mb,58,182,3.751,0.32,us,us7000jhj0,2023-03-07T05:29:56.040Z,"84 km E of Shikotan, Russia",earthquake,10.56,1.931,0.065,69,reviewed,us,us
2023-03-05T22:21:34.207Z,-55.721,147.3315,10,5.8,mww,67,70,6.774,0.76,us,us7000jhir,2023-03-07T03:59:48.730Z,"west of Macquarie Island",earthquake,8.88,1.688,0.056,31,reviewed,us,us
2023-03-05T20:49:46.490Z,36.7867,36.1842,10,4.8,mwr,129,60,0.802,0.88,us,us7000jhi7,2023-03-12T17:15:44.750Z,"7 km SW of Dörtyol, Turkey",earthquake,4.89,1.816,0.066,22,reviewed,us,us
2023-03-05T20:43:02.677Z,7.5245,126.176,10,5.4,mww,149,33,0.745,0.69,us,us7000jhi6,2023-03-12T17:27:47.803Z,"",earthquake,5.68,1.765,0.069,20,reviewed,us,us
2023-03-05T19:25:43.665Z,-16.1374,-73.4551,53.967,5.1,mww,120,90,3.712,0.62,us,us7000jhhu,2023-03-12T20:44:37.172Z,"19 km ENE of Atico, Peru",earthquake,8.22,4.723,0.093,11,reviewed,us,us
2023-03-05T19:02:15.877Z,-17.8671,-174.9991,249.02,4.8,mb,82,48,1.227,0.83,us,us7000jhhp,2023-03-12T18:24:32.040Z,"137 km NW of Neiafu, Tonga",earthquake,9.73,5.251,0.05,123,reviewed,us,us
2023-03-05T16:49:39.385Z,7.4277,126.2713,10,4.6,mb,29,123,0.773,0.76,us,us7000jhhc,2023-03-05T21:33:03.201Z,"Mindanao, Philippines",earthquake,6.2,1.888,0.11,25,reviewed,us,us
2023-03-05T14:29:49.723Z,25.755,-110.1232,10,4.5,mb,24,95,2.067,1.16,us,us7000jhgu,2023-03-05T20:15:56.275Z,"79 km W of Las Grullas Margen Derecha, Mexico",earthquake,7.62,1.945,0.066,66,reviewed,us,us
2023-03-04T20:18:07.203Z,-16.789,-172.8379,46.486,5.2,mb,48,77,2.156,1.31,us,us7000jhd8,2023-03-04T20:40:31.040Z,"137 km SE of Hihifo, Tonga",earthquake,7.03,7.49,0.1,36,reviewed,us,us
2023-03-04T19:15:21.900Z,-31.0671,-13.4897,10,5,mb,20,71,16.621,0.93,us,us7000jitt,2023-03-10T23:14:30.040Z,"southern Mid-Atlantic Ridge",earthquake,14.1,1.876,0.151,14,reviewed,us,us
2023-03-04T18:54:29.487Z,-9.2205,124.0031,44.616,4.5,mb,13,99,0.592,0.81,us,us7000jhcz,2023-03-04T20:21:43.040Z,"",earthquake,4.56,12.602,0.312,3,reviewed,us,us
2023-03-04T17:05:28.855Z,-2.6274,121.9595,38.948,4.6,mb,68,41,1.772,0.51,us,us7000jhcf,2023-03-04T18:16:17.040Z,"161 km NNW of Kendari, Indonesia",earthquake,6.46,6.379,0.08,55,reviewed,us,us
2023-03-04T13:13:57.069Z,25.1946,128.3398,10,4.9,mb,53,97,1.636,0.75,us,us7000jhby,2023-03-04T13:39:42.040Z,"123 km SSE of Itoman, Japan",earthquake,5.78,1.838,0.077,52,reviewed,us,us
2023-03-04T08:54:56.092Z,0.3734,30.1049,10,4.5,mb,28,54,1.157,0.59,us,us7000jit7,2023-03-16T13:14:24.040Z,"Lake Edward region, Uganda",earthquake,6.75,1.735,0.132,17,reviewed,us,us
2023-03-04T07:37:42.785Z,-55.8493,-30.7439,10,4.6,mb,14,125,3.656,0.55,us,us7000jiti,2023-03-16T13:02:12.040Z,"South Sandwich Islands region",earthquake,10.88,1.92,0.157,12,reviewed,us,us
2023-03-04T06:41:22.998Z,-29.5025,-178.7966,209.976,6.9,mww,345,23,0.8,0.61,us,us7000jh99,2023-03-16T12:49:26.743Z,"Kermadec Islands, New Zealand",earthquake,10.07,3.472,0.045,47,reviewed,us,us
2023-03-04T05:34:09.606Z,0.5497,30.1188,10,4.5,mb,14,75,1.301,0.87,us,us7000jh92,2023-03-16T08:40:17.040Z,"18 km SSE of Bundibugyo, Uganda",earthquake,6.77,1.921,0.205,7,reviewed,us,us
